Name,Province,Climate ID,Station ID,WMO ID,TC ID,Latitude (Decimal Degrees),Longitude (Decimal Degrees),Latitude,Longitude,Elevation (m),First Year,Last Year,HLY First Year,HLY Last Year,DLY First Year,DLY Last Year,MLY First Year,MLY Last Year
WILLIAMS LAKE A,BRITISH COLUMBIA,1098940,664,71104.0,YWL,52.18,-122.05,521059000,-1220315000,939.7,1960,2012,1961.0,2012.0,1960.0,2012.0,1961.0,2012.0
WILLIAMS LAKE A,BRITISH COLUMBIA,1098941,50820,71104.0,YWL,52.18,-122.05,521100000,-1220316000,939.7,2012,2024,2012.0,2024.0,2012.0,2024.0,,
HORSEFLY RIVER (AUT),BRITISH COLUMBIA,109CN9G,10891,,WFR,52.0,-121.0,520017000,-1210003000,846.0,1994,2001,1994.0,2001.0,1995.0,2001.0,,
CALLAGHAN VALLEY (SKI JUMP TOP),BRITISH COLUMBIA,1100001,45487,,VOW,50.14,-123.11,500815000,-1230636060,936.0,2006,2010,2006.0,2010.0,2006.0,2010.0,,
CYPRESS BOWL FREESTYLE,BRITISH COLUMBIA,1100004,45490,71004.0,VOZ,49.39,-123.21,492332400,-1231227270,969.1,2007,2010,2007.0,2010.0,2007.0,2010.0,,
ABBOTSFORD A,BRITISH COLUMBIA,1100030,702,71108.0,YXX,49.03,-122.36,490131000,-1222136000,59.13,1944,2012,1953.0,2012.0,1944.0,2012.0,1944.0,2012.0
ABBOTSFORD A,BRITISH COLUMBIA,1100031,50308,71108.0,YXX,49.03,-122.36,490131000,-1222136000,59.1,2011,2024,2011.0,2024.0,2012.0,2024.0,,
ABBOTSFORD A,BRITISH COLUMBIA,1100032,54238,,YXX,49.03,-122.36,490131000,-1222136000,59.1,2016,2024,2016.0,2024.0,2018.0,2024.0,,
AGASSIZ RCS,BRITISH COLUMBIA,1100119,706,71113.0,WZA,49.24,-121.76,491435000,-1214537000,19.3,1988,2024,1994.0,2024.0,1988.0,2024.0,1988.0,2006.0
WHISTLER - NESTERS,BRITISH COLUMBIA,1100875,43443,71687.0,VOC,50.13,-122.95,500744200,-1225716600,659.0,2005,2024,2005.0,2024.0,2005.0,2024.0,2005.0,2007.0
BLACKCOMB BASE SLIDING CENTER,BRITISH COLUMBIA,1100881,45787,71756.0,VOI,50.1,-122.94,500608900,-1225610900,937.0,2007,2018,2007.0,2018.0,2007.0,2018.0,,
BLACKCOMB BASE SLIDING CENTRE BOTTOM,BRITISH COLUMBIA,1100882,47807,,VON,50.11,-122.94,500621007,-1225632001,816.6,2008,2010,2008.0,2010.0,2008.0,2010.0,,
WHISTLER MOUNTAIN TIMING FLATS,BRITISH COLUMBIA,1100883,47867,,VOT,50.09,-122.98,500530000,-1225849300,804.9,2009,2010,2009.0,2010.0,2009.0,2010.0,,
VANCOUVER BOUNDARY BAY,BRITISH COLUMBIA,1100909,55458,,ZBB,49.07,-123.01,490424000,-1230030000,1.83,2023,2024,2023.0,2024.0,2023.0,2024.0,,
CALLAGHAN VALLEY,BRITISH COLUMBIA,1101300,43500,71688.0,VOD,50.14,-123.11,500838059,-1230638010,884.0,2005,2024,2005.0,2024.0,2005.0,2024.0,2005.0,2007.0
CALLAGHAN VALLEY(BIATHALON),BRITISH COLUMBIA,1101310,45707,,VOY,50.15,-123.12,500850002,-1230656002,870.0,2007,2010,2007.0,2010.0,2007.0,2010.0,,
CALLAGHAN VALLEY(SKI JUMP BOTTOM),BRITISH COLUMBIA,1101320,46967,,VOX,50.14,-123.11,500812600,-1230647300,860.0,2008,2010,2008.0,2010.0,2008.0,2010.0,,
CULTUS LAKE,BRITISH COLUMBIA,1102221,50368,,VCL,49.08,-121.98,490444000,-1215843000,45.7,2012,2024,2012.0,2024.0,2018.0,2024.0,,
CYPRESS BOWL NORTH,BRITISH COLUMBIA,1102255,44023,,VOE,49.4,-123.21,492407015,-1231227027,953.0,2005,2010,2005.0,2010.0,2005.0,2010.0,2005.0,2007.0
CYPRESS BOWL SOUTH,BRITISH COLUMBIA,1102256,44024,,VOG,49.38,-123.19,492243400,-1231138300,885.5,2005,2010,2005.0,2010.0,2005.0,2010.0,2005.0,2005.0
CYPRESS BOWL GRANDSTAND,BRITISH COLUMBIA,1102257,48488,,VWG,49.4,-123.21,492344006,-1231222008,968.0,2010,2010,2010.0,2010.0,2010.0,2010.0,,
DELTA BURNS BOG,BRITISH COLUMBIA,1102415,49088,71042.0,VBB,49.13,-123.0,490733053,-1230008085,3.11,2010,2024,2010.0,2024.0,2011.0,2024.0,,
LANGLEY REGIONAL,BRITISH COLUMBIA,1104570,55460,,YNJ,49.1,-122.63,490603000,-1223751000,10.36,2023,2024,2023.0,2024.0,2023.0,2024.0,,
RICHMOND OPERATIONS CENTRE,BRITISH COLUMBIA,1105210,48448,71112.0,VMO,49.18,-123.08,491054840,-1230441160,16.0,2010,2018,2010.0,2018.0,2010.0,2018.0,,
PITT MEADOWS A,BRITISH COLUMBIA,1106177,840,,YPK,49.22,-122.71,491258000,-1224246000,3.35,1959,1960,,,1959.0,1960.0,1959.0,1960.0
PITT MEADOWS CS,BRITISH COLUMBIA,1106178,6830,71775.0,WMM,49.21,-122.69,491229964,-1224124076,5.0,1993,2024,1994.0,2024.0,1993.0,2024.0,1993.0,2007.0
PITT MEADOWS,BRITISH COLUMBIA,110617P,55462,,YPK,49.22,-122.71,491258000,-1224248000,3.66,2023,2024,2023.0,2024.0,2023.0,2024.0,,
POINT ATKINSON,BRITISH COLUMBIA,1106200,844,71037.0,WSB,49.33,-123.26,491949300,-1231553000,14.0,1968,2024,1996.0,2024.0,1968.0,2024.0,1968.0,2001.0
SANDHEADS CS,BRITISH COLUMBIA,1107010,6831,71209.0,WVF,49.11,-123.3,490621225,-1231812123,11.0,1991,2024,1994.0,2024.0,1991.0,2024.0,1991.0,1999.0
TSAWWASSEN FERRY AUTO,BRITISH COLUMBIA,1108291,50228,,VTF,49.0,-123.13,490014080,-1230800040,7.3,2012,2024,2012.0,2024.0,2018.0,2024.0,,
VANCOUVER SEA ISLAND CCG,BRITISH COLUMBIA,1108380,51357,71608.0,VVR,49.18,-123.19,491057000,-1231114050,2.11,2013,2024,2013.0,2024.0,2013.0,2024.0,,
VANCOUVER INTL A,BRITISH COLUMBIA,1108395,51442,71892.0,YVR,49.19,-123.18,491141000,-1231102000,4.3,2013,2024,2013.0,2024.0,2013.0,2024.0,,
VANCOUVER HILLCREST,BRITISH COLUMBIA,1108433,48328,,VWC,49.23,-123.1,491400648,-1230600376,83.9,2009,2010,2009.0,2010.0,2009.0,2010.0,,
VANCOUVER HARBOUR CS,BRITISH COLUMBIA,1108446,888,71201.0,WHC,49.3,-123.12,491743270,-1230718730,2.5,1925,2024,1976.0,2024.0,1925.0,2024.0,1925.0,2007.0
VANCOUVER INT'L A,BRITISH COLUMBIA,1108447,889,,YVR,49.2,-123.18,491142000,-1231055000,4.3,1937,2013,1953.0,2013.0,1937.0,2013.0,1937.0,2013.0
WEST VANCOUVER AUT,BRITISH COLUMBIA,1108824,6833,71784.0,WWA,49.35,-123.19,492049350,-1231135910,170.21,1992,2024,1994.0,2024.0,1992.0,2024.0,1992.0,2007.0
WHITE ROCK CAMPBELL SCIENTIFIC,BRITISH COLUMBIA,1108910,925,71785.0,WWK,49.02,-122.78,490105000,-1224702000,13.0,1929,2024,1994.0,2024.0,1929.0,2024.0,1929.0,2007.0
WHISTLER MOUNTAIN HIGH LEVEL,BRITISH COLUMBIA,1108987,43660,,VOA,50.08,-122.95,500437034,-1225646050,1639.97,2005,2010,2005.0,2010.0,2005.0,2010.0,2005.0,2007.0
WHISTLER MOUNTAIN LOW LEVEL,BRITISH COLUMBIA,1108988,43680,,VOB,50.09,-122.98,500516053,-1225832031,933.13,2005,2010,2005.0,2010.0,2005.0,2010.0,2005.0,2007.0
WHISTLER MOUNTAIN HIGH LEVEL REMOTE WIND,BRITISH COLUMBIA,1108989,44463,,VOH,50.07,-122.95,500427030,-1225649000,1690.0,2005,2010,2005.0,2010.0,2005.0,2010.0,,
WHISTLER MOUNTAIN MID-STATION,BRITISH COLUMBIA,1108990,46307,,VOL,50.09,-122.96,500506000,-1225751000,1320.0,2007,2010,2007.0,2010.0,2007.0,2010.0,,
VANCOUVER HARBOUR,BRITISH COLUMBIA,110Q44V,55438,,YHC,49.29,-123.11,491740000,-1230641000,,2023,2024,2023.0,2024.0,2023.0,2024.0,,
HOPE,BRITISH COLUMBIA,1113539,945,71114.0,YHE,49.37,-121.48,492200000,-1212900000,39.0,1990,2005,1994.0,2005.0,1990.0,2005.0,1990.0,2004.0
HOPE A,BRITISH COLUMBIA,1113540,946,,,49.37,-121.5,492206000,-1212953000,39.0,1934,1995,1953.0,1995.0,1934.0,1995.0,1934.0,1995.0
HOPE (AUT),BRITISH COLUMBIA,1113541,8152,71114.0,ZHE,49.37,-121.5,492206000,-1212953000,39.0,2004,2012,2004.0,2012.0,2004.0,2012.0,2005.0,2007.0
HOPE A,BRITISH COLUMBIA,1113542,49588,71187.0,YHE,49.37,-121.5,492206000,-1212953000,39.0,2011,2024,2011.0,2024.0,2011.0,2024.0,,
HOPE AIRPORT,BRITISH COLUMBIA,1113543,50517,71114.0,VPE,49.37,-121.49,492211400,-1212936500,39.0,2012,2024,2012.0,2024.0,2012.0,2024.0,,
HOPE SLIDE,BRITISH COLUMBIA,1113581,951,,WKV,49.27,-121.23,491600000,-1211400000,685.0,1969,2024,1969.0,2014.0,1975.0,2024.0,1975.0,2007.0
HOPE SLIDE A,BRITISH COLUMBIA,1113582,52160,,WKV,49.28,-121.24,491630000,-1211411000,687.8,2014,2024,2014.0,2024.0,,,,
LILLOOET,BRITISH COLUMBIA,1114619,27388,71999.0,WKF,50.68,-121.93,504101420,-1215602945,239.5,1997,2024,1997.0,2024.0,1997.0,2024.0,1997.0,2005.0
LILLOOET A,BRITISH COLUMBIA,11146K0,954,,,50.67,-121.88,504000000,-1215300000,402.0,1984,1986,,,1984.0,1986.0,1984.0,1986.0
LYTTON A,BRITISH COLUMBIA,1114738,51598,71812.0,WLY,50.22,-121.58,501328000,-1213455000,224.9,2013,2024,2013.0,2024.0,2013.0,2024.0,,
LYTTON,BRITISH COLUMBIA,1114739,961,,WLY,50.22,-121.58,501328000,-1213455000,225.0,1990,2013,1994.0,2013.0,1990.0,2013.0,1990.0,2007.0
LYTTON RCS,BRITISH COLUMBIA,1114746,44927,71765.0,VLY,50.22,-121.58,501328000,-1213455000,225.0,2006,2024,2006.0,2024.0,2006.0,2024.0,2006.0,2006.0
KELOWNA,BRITISH COLUMBIA,1123939,48369,71203.0,YLW,49.96,-119.38,495726000,-1192240000,433.1,2009,2024,2009.0,2024.0,2009.0,2024.0,,
KELOWNA AWOS,BRITISH COLUMBIA,1123965,30954,,VLW,49.96,-119.38,495722000,-1192240000,429.5,2004,2010,2004.0,2009.0,2005.0,2010.0,2005.0,2007.0
KELOWNA A,BRITISH COLUMBIA,1123970,1001,71203.0,YLW,49.96,-119.38,495722000,-1192240000,429.5,1959,2005,1959.0,2005.0,1968.0,2005.0,1968.0,2005.0
KELOWNA UBCO,BRITISH COLUMBIA,1123996,51117,71644.0,VKU,49.94,-119.4,495626700,-1192400760,456.0,2012,2024,2012.0,2024.0,2013.0,2024.0,,
MERRITT,BRITISH COLUMBIA,1125073,49408,71557.0,VME,50.11,-120.78,500645007,-1204641000,591.0,2011,2024,2011.0,2024.0,2011.0,2024.0,,
OSOYOOS CS,BRITISH COLUMBIA,1125852,1041,71215.0,WYY,49.03,-119.44,490141850,-1192627570,282.9,1990,2024,1994.0,2024.0,1990.0,2024.0,1990.0,2006.0
PENTICTON A,BRITISH COLUMBIA,1126146,50269,71889.0,YYF,49.46,-119.6,492745000,-1193608000,344.4,2012,2024,2012.0,2024.0,2012.0,2024.0,,
PENTICTON A,BRITISH COLUMBIA,1126150,1053,71889.0,YYF,49.46,-119.6,492747000,-1193608000,344.42,1941,2012,1953.0,2012.0,1941.0,2012.0,1941.0,2012.0
PRINCETON A,BRITISH COLUMBIA,1126510,1056,,YDC,49.47,-120.51,492804000,-1203045000,701.65,1936,2024,1953.0,2013.0,1936.0,2024.0,1937.0,2007.0
PRINCETON A,BRITISH COLUMBIA,1126511,51439,,YDC,49.47,-120.51,492804000,-1203045000,701.6,2013,2024,2013.0,2024.0,,,,
PRINCETON A,BRITISH COLUMBIA,1126518,52958,,YDC,49.47,-120.51,492804000,-1203045000,701.6,2014,2024,2014.0,2024.0,2018.0,2024.0,,
VERNON AUTO,BRITISH COLUMBIA,1128582,46987,71115.0,WJV,50.22,-119.19,501323900,-1191136700,482.0,2005,2024,2007.0,2024.0,2005.0,2024.0,,
PRINCETON CS,BRITISH COLUMBIA,112FN0M,6834,71032.0,WPR,49.47,-120.51,492754000,-1203036000,696.5,1992,2024,1994.0,2024.0,1992.0,2024.0,1993.0,2006.0
SUMMERLAND CS,BRITISH COLUMBIA,112G8L1,979,71768.0,WUS,49.56,-119.65,493345200,-1193855300,454.2,1990,2024,1994.0,2024.0,1990.0,2024.0,1990.0,2006.0
GRAND FORKS A,BRITISH COLUMBIA,1133271,1085,,,49.03,-118.45,490200000,-1182700000,530.4,1936,1940,,,1936.0,1940.0,1936.0,1940.0
CASTLEGAR A,BRITISH COLUMBIA,1141455,1105,,YCG,49.3,-117.63,491747000,-1173757000,495.6,1954,2024,1954.0,2013.0,1965.0,2024.0,1966.0,2007.0
CASTLEGAR A,BRITISH COLUMBIA,1141456,51458,,YCG,49.3,-117.63,491746000,-1173757000,495.6,2013,2024,2013.0,2024.0,,,,
CASTLEGAR A,BRITISH COLUMBIA,1141460,52938,,YCG,49.3,-117.63,491746000,-1173757000,495.6,2014,2024,2014.0,2024.0,2018.0,2024.0,,
FAUQUIER,BRITISH COLUMBIA,1142820,1117,,WFS,49.87,-118.07,495219000,-1180403000,490.0,1913,2017,,,1913.0,2017.0,1913.0,2007.0
NAKUSP CS,BRITISH COLUMBIA,1145297,6840,71216.0,WNP,50.27,-117.82,501609930,-1174901540,512.1,1991,2024,1994.0,2024.0,1991.0,2024.0,1991.0,2006.0
NELSON CS,BRITISH COLUMBIA,1145M29,6839,71776.0,WNM,49.49,-117.31,492929000,-1171819000,534.9,1992,2024,1994.0,2024.0,1992.0,2024.0,1992.0,2006.0
WARFIELD RCS,BRITISH COLUMBIA,1148705,31067,71401.0,XWF,49.11,-117.74,490643000,-1174420000,566.9,2001,2024,2001.0,2024.0,2001.0,2024.0,2002.0,2007.0
CRESTON CAMPBELL SCIENTIFIC,BRITISH COLUMBIA,114B1F0,6838,71770.0,WJR,49.08,-116.5,490454082,-1163002449,640.7,1993,2024,1994.0,2024.0,1993.0,2024.0,1993.0,2006.0
CRANBROOK A,BRITISH COLUMBIA,1152100,1173,,,49.53,-115.77,493200000,-1154600000,918.4,1938,1968,,,1938.0,1968.0,1938.0,1968.0
CRANBROOK A,BRITISH COLUMBIA,1152102,1174,71880.0,YXC,49.61,-115.78,493644000,-1154655000,940.0,1968,2012,1968.0,2012.0,1968.0,2012.0,1968.0,2012.0
CRANBROOK A,BRITISH COLUMBIA,1152105,50818,71880.0,YXC,49.61,-115.78,493644000,-1154655000,940.0,2012,2024,2012.0,2024.0,2012.0,2024.0,,
CRANBROOK AIRPORT AUTO,BRITISH COLUMBIA,1152106,51818,71660.0,VXC,49.62,-115.79,493703428,-1154720576,926.69,2013,2024,2013.0,2024.0,2013.0,2024.0,,
KIMBERLEY A,BRITISH COLUMBIA,1154200,1192,,,49.73,-115.78,494400000,-1154700000,914.4,1943,1976,1953.0,1969.0,1943.0,1976.0,1943.0,1976.0
SPARWOOD CS,BRITISH COLUMBIA,1157631,6842,71782.0,WGW,49.75,-114.88,494442000,-1145302040,1136.7,1992,2024,1994.0,2024.0,1992.0,2024.0,1993.0,2006.0
SPARWOOD A,BRITISH COLUMBIA,1157632,52278,,WSW,49.75,-114.88,494443000,-1145258000,1137.7,2014,2024,2014.0,2024.0,,,,
SPARWOOD A,BRITISH COLUMBIA,1157635,52959,,WSW,49.83,-114.88,495000000,-1145300000,1158.2,2014,2024,2014.0,2024.0,2018.0,2024.0,,
ASHCROFT,BRITISH COLUMBIA,1160515,48708,71681.0,VAS,50.71,-121.28,504230005,-1211653001,327.0,2010,2024,2010.0,2024.0,2010.0,2024.0,,
BLUE RIVER A,BRITISH COLUMBIA,1160898,53423,,YCP,52.12,-119.29,520729000,-1191734000,690.4,2015,2024,2015.0,2024.0,,,,
BLUE RIVER A,BRITISH COLUMBIA,1160899,1237,,YCP,52.13,-119.29,520744500,-1191722300,690.4,1969,2024,1969.0,2015.0,1969.0,2024.0,1969.0,2007.0
BLUE RIVER A,BRITISH COLUMBIA,1160902,53424,,YCP,52.12,-119.29,520729000,-1191734000,690.4,2015,2024,2015.0,2024.0,2018.0,2024.0,,
BLUE RIVER CS,BRITISH COLUMBIA,1160H99,8214,71883.0,WSV,52.13,-119.29,520744400,-1191723700,682.8,1992,2024,1993.0,2024.0,1992.0,2024.0,1997.0,2006.0
CLEARWATER AUTO,BRITISH COLUMBIA,1161650,52398,71645.0,VCW,51.65,-120.08,513909300,-1200456400,438.0,2014,2024,2014.0,2024.0,2014.0,2024.0,,
CLINTON (AUT),BRITISH COLUMBIA,1161661,1255,,ZCL,51.14,-121.5,510841000,-1213017000,1056.7,1972,2018,1994.0,2018.0,1973.0,2015.0,1972.0,2007.0
CLINTON A,BRITISH COLUMBIA,1161662,51558,71717.0,YIN,51.27,-121.68,511559000,-1214105000,1126.2,2013,2024,2013.0,2024.0,2013.0,2024.0,,
CLINTON RCS,BRITISH COLUMBIA,1161663,53638,71474.0,NCN,51.14,-121.5,510840074,-1213017208,1059.0,2015,2024,2015.0,2024.0,2015.0,2024.0,,
KAMLOOPS A,BRITISH COLUMBIA,1163780,1275,71887.0,YKA,50.7,-120.44,504208000,-1202631000,345.3,1951,2013,1953.0,2013.0,1951.0,2013.0,1951.0,2013.0
KAMLOOPS A,BRITISH COLUMBIA,1163781,51423,71887.0,YKA,50.7,-120.45,504209000,-1202655000,345.3,2013,2024,2013.0,2024.0,2013.0,2024.0,,
KAMLOOPS AUT,BRITISH COLUMBIA,1163842,42203,71741.0,ZKA,50.7,-120.44,504208000,-1202631000,345.0,2006,2024,2006.0,2024.0,2006.0,2024.0,2006.0,2006.0
SALMON ARM A,BRITISH COLUMBIA,1166R45,1311,,,50.69,-119.23,504108008,-1191401009,527.3,1982,2017,,,1982.0,2017.0,1982.0,2007.0
SALMON ARM CS,BRITISH COLUMBIA,116FRMN,6843,71218.0,WSL,50.7,-119.29,504210800,-1191726440,350.5,1991,2024,1994.0,2024.0,1991.0,2024.0,1991.0,2006.0
GOLDEN A,BRITISH COLUMBIA,1173209,52439,,YGE,51.3,-116.98,511757000,-1165856000,784.9,2014,2024,2014.0,2024.0,,,,
GOLDEN A,BRITISH COLUMBIA,1173210,1364,71173.0,YGE,51.3,-116.98,511757000,-1165856000,784.9,1902,2024,1991.0,2014.0,1902.0,2024.0,1902.0,2007.0
GOLDEN A,BRITISH COLUMBIA,1173214,52980,,YGE,51.3,-116.98,511757000,-1165856000,784.9,2014,2024,2014.0,2024.0,2018.0,2024.0,,
GOLDEN AIRPORT,BRITISH COLUMBIA,1173220,54318,71905.0,VGE,51.3,-116.98,511800800,-1165903600,785.0,2015,2024,2015.0,2024.0,2015.0,2024.0,,
REVELSTOKE A,BRITISH COLUMBIA,1176745,49492,71685.0,YRV,50.97,-118.18,505800000,-1181100000,444.7,2011,2024,2011.0,2024.0,2011.0,2024.0,,
REVELSTOKE A,BRITISH COLUMBIA,1176749,1370,,ZRV,50.96,-118.18,505740000,-1181100000,444.7,1990,2014,1994.0,2014.0,1990.0,2013.0,1990.0,2007.0
REVELSTOKE AIRPORT RD,BRITISH COLUMBIA,1176751,1372,,,50.95,-118.17,505712000,-1180959000,450.0,1969,1999,1969.0,1999.0,1969.0,1999.0,1969.0,1999.0
REVELSTOKE AIRPORT AUTO,BRITISH COLUMBIA,1176755,49548,71882.0,VRA,50.96,-118.18,505729600,-1181034600,444.7,2011,2024,2011.0,2024.0,2012.0,2024.0,,
YOHO PARK,BRITISH COLUMBIA,11790J1,6844,71786.0,WYL,51.44,-116.34,512634400,-1162040400,1602.0,1992,2024,1994.0,2024.0,1992.0,2024.0,1993.0,2006.0
BEATTON RIVER A,BRITISH COLUMBIA,1180750,1395,,,57.38,-121.38,572300000,-1212300000,839.7,1944,1967,1953.0,1967.0,1944.0,1967.0,1944.0,1967.0
CHETWYND A,BRITISH COLUMBIA,1181507,51420,,YCQ,55.69,-121.63,554114000,-1213736000,609.3,2014,2024,2014.0,2024.0,,,,
CHETWYND A,BRITISH COLUMBIA,1181508,1400,,YCQ,55.69,-121.63,554114000,-1213736000,609.6,1982,2024,1982.0,2014.0,1982.0,2024.0,1982.0,2007.0
CHETWYND A,BRITISH COLUMBIA,1181513,52939,,YCQ,55.69,-121.63,554114000,-1213736000,609.3,2014,2024,2014.0,2024.0,2018.0,2024.0,,
DAWSON CREEK A,BRITISH COLUMBIA,1182285,1404,71471.0,YDQ,55.74,-120.18,554430000,-1201055000,654.7,1964,2009,1964.0,2009.0,1968.0,2009.0,1968.0,2006.0
DAWSON CREEK LWIS,BRITISH COLUMBIA,1182287,44789,,VDQ,55.74,-120.18,554430000,-1201055000,654.7,2006,2010,2006.0,2010.0,2006.0,2009.0,,
DAWSON CREEK A,BRITISH COLUMBIA,1182289,48208,71471.0,YDQ,55.74,-120.18,554432000,-1201059000,654.7,2009,2024,2009.0,2024.0,2009.0,2024.0,,
FORT ST JOHN A,BRITISH COLUMBIA,1183000,1413,71943.0,YXJ,56.24,-120.74,561417000,-1204425000,694.9,1942,2012,1953.0,2012.0,1942.0,2012.0,1942.0,2012.0
FORT ST. JOHN A,BRITISH COLUMBIA,1183001,50837,71943.0,YXJ,56.24,-120.74,561418000,-1204425000,694.9,2012,2024,2012.0,2024.0,2012.0,2024.0,,
FORT ST JOHN AIRPORT,BRITISH COLUMBIA,1183002,55198,73090.0,VSJ,56.25,-120.75,561451007,-1204459008,695.0,2021,2024,2021.0,2024.0,2021.0,2024.0,,
MACKENZIE A,BRITISH COLUMBIA,1184790,1423,,VMK,55.31,-123.14,551819000,-1230817000,690.1,1971,2015,1971.0,2015.0,1971.0,2013.0,1971.0,2007.0
MACKENZIE,BRITISH COLUMBIA,1184791,48870,71290.0,YZY,55.3,-123.13,551758000,-1230800000,690.1,2010,2024,2010.0,2024.0,2010.0,2024.0,,
MACKENZIE AIRPORT AUTO,BRITISH COLUMBIA,1184793,51517,71944.0,VZY,55.31,-123.14,551819041,-1230816088,694.0,2013,2024,2013.0,2024.0,2013.0,2024.0,,
PINK MOUNTAIN 3,BRITISH COLUMBIA,1186173,54818,,WNO,56.94,-122.72,565607000,-1224301000,960.12,2019,2024,2019.0,2024.0,2019.0,2024.0,,
SIKANNI CHIEF,BRITISH COLUMBIA,1187335,1440,,WKS,57.25,-122.72,571501008,-1224305001,937.0,1990,2016,1994.0,2014.0,1990.0,2016.0,1990.0,2007.0
SIKANNI CHIEF,BRITISH COLUMBIA,1187336,52078,,WKS,57.25,-122.72,571501000,-1224305000,937.0,2014,2018,2014.0,2018.0,,,,
DEASE LAKE,BRITISH COLUMBIA,1192340,1454,71958.0,WDL,58.43,-130.01,582542006,-1300038004,806.6,1944,2012,1953.0,2012.0,1944.0,2011.0,1944.0,2007.0
DEASE LAKE A,BRITISH COLUMBIA,1192341,49628,71686.0,YDL,58.42,-130.03,582520000,-1300153000,802.8,2011,2024,2011.0,2024.0,2011.0,2024.0,,
FORT NELSON A,BRITISH COLUMBIA,1192940,1455,71945.0,YYE,58.84,-122.6,585011000,-1223550000,381.9,1937,2012,1953.0,2012.0,1937.0,2012.0,1937.0,2012.0
FORT NELSON A,BRITISH COLUMBIA,1192946,50819,71945.0,YYE,58.84,-122.6,585011000,-1223549000,381.9,2012,2024,2012.0,2024.0,2012.0,2024.0,,
FORT NELSON,BRITISH COLUMBIA,1192948,54098,71594.0,VFN,58.84,-122.57,585029006,-1223427002,380.2,2015,2024,2015.0,2024.0,2015.0,2024.0,,
MUNCHO LAKE,BRITISH COLUMBIA,1195250,1470,71280.0,WWQ,58.93,-125.77,585548004,-1254600003,836.5,1970,2014,1994.0,2014.0,1970.0,2014.0,1970.0,2007.0
MUNCHO LAKE A,BRITISH COLUMBIA,1195251,52158,,WWQ,58.93,-125.77,585548000,-1254600000,836.5,2014,2024,2014.0,2024.0,,,,
TETSA RIVER A,BRITISH COLUMBIA,1195800,52159,,WTH,58.65,-124.24,583911000,-1241409000,810.0,2014,2024,2014.0,2024.0,,,,
TETSA RIVER,BRITISH COLUMBIA,1195J29,1464,,WTH,58.65,-124.24,583911056,-1241409052,810.0,1982,2017,1994.0,2014.0,1982.0,2017.0,1982.0,2007.0
SMITH RIVER A,BRITISH COLUMBIA,1197530,1473,,,59.9,-126.43,595400000,-1262600000,673.0,1944,1969,1953.0,1969.0,1944.0,1969.0,1944.0,1969.0
TOAD RIVER,BRITISH COLUMBIA,1198194,1475,,WBP,58.85,-125.23,585100000,-1251400000,731.5,1982,1995,,,1982.0,1995.0,1982.0,1995.0
DEASE LAKE (AUT),BRITISH COLUMBIA,119BLM0,6845,71222.0,WKX,58.43,-130.03,582533959,-1300130000,800.67,1993,2024,1994.0,2024.0,1993.0,2024.0,1993.0,2007.0
LOWER LIARD BRIDGE,BRITISH COLUMBIA,119M720,1449,,WBX,59.42,-126.1,592500000,-1260600000,434.6,1976,1998,,,1976.0,1998.0,1976.0,1998.0
BOB QUINN AGS,BRITISH COLUMBIA,1200R0J,1484,,BW4,56.97,-130.25,565800400,-1301500000,610.0,1977,1994,,,1977.0,1994.0,1977.0,1994.0
ISKUT RIVER (AUT),BRITISH COLUMBIA,120C6PK,10806,71762.0,WIO,56.73,-131.67,564400000,-1314000000,15.0,1994,2002,1994.0,2002.0,1995.0,2002.0,,
AISHIHIK A,YUKON TERRITORY,2100100,1515,,,61.65,-137.48,613900000,-1372900000,966.2,1943,1966,1953.0,1966.0,1943.0,1966.0,1943.0,1966.0
BEAVER CREEK A,YUKON TERRITORY,2100155,53179,,YXQ,62.41,-140.87,622437000,-1405208000,649.5,2014,2024,2014.0,2024.0,2018.0,2024.0,,
BEAVER CREEK A,YUKON TERRITORY,2100159,53178,,YXQ,62.41,-140.87,622437000,-1405208000,649.5,2014,2024,2014.0,2024.0,,,,
BEAVER CREEK A,YUKON TERRITORY,2100160,1518,,YXQ,62.41,-140.87,622437000,-1405203000,649.0,1968,2015,1968.0,2014.0,1968.0,2015.0,1968.0,2006.0
BURWASH,YUKON TERRITORY,2100179,10192,,WDB,61.37,-139.03,612200000,-1390200000,806.8,1993,2004,1994.0,2004.0,1993.0,2004.0,1999.0,2000.0
BURWASH A,YUKON TERRITORY,2100180,50270,,YDB,61.37,-139.04,612214000,-1390224000,806.2,2012,2024,2012.0,2024.0,,,,
BURWASH A,YUKON TERRITORY,2100181,49650,71001.0,YDB,61.37,-139.04,612214000,-1390224000,805.3,2011,2024,2011.0,2024.0,2011.0,2024.0,,
BURWASH A,YUKON TERRITORY,2100182,1525,,YDB,61.37,-139.05,612200000,-1390300000,806.2,1966,2015,1966.0,2012.0,1966.0,2015.0,1966.0,2007.0
BURWASH AIRPORT AUTO,YUKON TERRITORY,2100184,51718,71195.0,VBR,61.37,-139.02,612200000,-1390100000,807.0,2013,2024,2013.0,2024.0,2013.0,2024.0,,
BURWASH AWOS,YUKON TERRITORY,2100185,31087,,CBH,61.37,-139.03,612212030,-1390156042,805.3,2008,2011,2008.0,2011.0,,,,
